Year,Month,State,Genus Species,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,causative_agent,prep_location,perc_tot_illnesses,perc_tot_hospitalizations,perc_tot_deaths,Year/Month
2013,9,Massachusetts,Salmonella enterica,"Fair, festival, other temp or mobile services",13,,,wraps (chicken or falafel) and ham sandwiches,Salmonella,"Fair, festival",0.0034803001625032456,,,2013-9
2013,11,Minnesota,Norovirus Genogroup II,Restaurant - Sit-down dining,19,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.005086592545197052,0.0,0.0,2013-11
2013,10,Pennsylvania,Salmonella enterica,Other (describe in remarks),10,5.0,0.0,"apple cider, unpasteurized",Salmonella,Other,0.002677153971156343,0.034057625502349975,0.0,2013-10
2013,7,Arizona,"Escherichia coli, Shiga toxin-producing","Restaurant - ""Fast-food""(drive up service or pay at counter)",94,22.0,0.0,lettuce,Escherichia,Restaurant/Fast-food,0.025165247328869628,0.14985355221033989,0.0,2013-7
2013,10,Ohio,Campylobacter; Cryptosporidium,Other (describe in remarks),9,1.0,0.0,"milk, whole milk unpasteurized",Campylobacter,Other,0.002409438574040709,0.006811525100469996,0.0,2013-10
2013,11,Minnesota,Norovirus Genogroup II,Restaurant - Sit-down dining,4,0.0,0.0,salads; dessert unspecified,Norovirus,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2013-11
2013,11,New York,Clostridium perfringens,School/college/university,19,0.0,0.0,black bean casserole; rice,Clostridium,School/college/university,0.005086592545197052,0.0,0.0,2013-11
2013,10,New York,Campylobacter jejuni,Restaurant - Sit-down dining,3,2.0,0.0,,Campylobacter,Restaurant/Sit-down,0.0008031461913469029,0.013623050200939991,0.0,2013-10
2013,10,Connecticut,Norovirus Genogroup II,Banquet Facility (food prepared and served on-site),32,1.0,0.0,,Norovirus,Banquet Facility,0.008566892707700299,0.006811525100469996,0.0,2013-10
2013,10,California,Norovirus unknown,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,,Norovirus,Restaurant/Fast-food,0.0008031461913469029,0.0,0.0,2013-10
2013,11,Missouri,Norovirus Genogroup II,Restaurant - Sit-down dining,20,0.0,0.0,lettuce-based salads unspecified,Norovirus,Restaurant/Sit-down,0.005354307942312686,0.0,0.0,2013-11
2013,4,Colorado,,Grocery store,16,0.0,0.0,"chicken, baked",,Grocery store,0.0042834463538501495,0.0,0.0,2013-4
2013,11,Rhode Island,Other - Chemical/Toxin,Private home/residence,2,2.0,0.0,"fish, puffer unspecified",Other - Chemical/Toxin,Private home/residence,0.0005354307942312687,0.013623050200939991,0.0,2013-11
2013,11,Ohio,Norovirus Genogroup I,Restaurant - other or unknown type,6,0.0,0.0,,Norovirus,Restaurant/other,0.0016062923826938057,0.0,0.0,2013-11
2013,11,Illinois,Norovirus Genogroup II,Restaurant - Sit-down dining,6,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-11
2013,12,Minnesota,,Restaurant - Sit-down dining,9,0.0,0.0,relish tray,,Restaurant/Sit-down,0.002409438574040709,0.0,0.0,2013-12
2013,10,Pennsylvania,"Escherichia coli, Shiga toxin-producing",Restaurant - Sit-down dining,24,8.0,0.0,"ground beef, hamburger",Escherichia,Restaurant/Sit-down,0.006425169530775223,0.054492200803759966,0.0,2013-10
2013,11,Kansas,,Restaurant - Sit-down dining,3,0.0,0.0,,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-11
2013,5,California,,Grocery store,3,0.0,0.0,,,Grocery store,0.0008031461913469029,0.0,0.0,2013-5
2013,9,California,,Restaurant - Sit-down dining,3,,,,,Restaurant/Sit-down,0.0008031461913469029,,,2013-9
2013,6,California,Norovirus unknown,Restaurant - Sit-down dining,16,0.0,0.0,antipasta salad,Norovirus,Restaurant/Sit-down,0.0042834463538501495,0.0,0.0,2013-6
2013,12,Minnesota,Norovirus Genogroup I,Caterer (food prepared off-site from where served),4,0.0,0.0,,Norovirus,Caterer,0.0010708615884625374,0.0,0.0,2013-12
2013,2,Indiana,Scombroid toxin,Private home/residence,2,0.0,0.0,"fish, tuna",Scombroid toxin,Private home/residence,0.0005354307942312687,0.0,0.0,2013-2
2013,11,Ohio,Norovirus Genogroup II,Restaurant - Sit-down dining,16,1.0,0.0,,Norovirus,Restaurant/Sit-down,0.0042834463538501495,0.006811525100469996,0.0,2013-11
2013,3,California,,Restaurant - Sit-down dining,5,,,,,Restaurant/Sit-down,0.0013385769855781716,,,2013-3
2013,11,Missouri,Salmonella enterica,Private home/residence,7,3.0,0.0,chicken mole,Salmonella,Private home/residence,0.0018740077798094403,0.020434575301409987,0.0,2013-11
2013,11,Virginia,,Private home/residence; Caterer (food prepared off-site from where served); Other (describe in remarks),15,0.0,0.0,"turkey; stuffing, unspecified; potato, mashed",,Private home/residence,0.004015730956734515,0.0,0.0,2013-11
2013,10,Ohio,Salmonella enterica,Restaurant - Sit-down dining,2,0.0,0.0,"ground beef, hamburger; caesar dressing",Salmonella,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2013-10
2013,11,Alaska,,Restaurant - Sit-down dining,5,0.0,0.0,"sushi, unspecified",,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-11
2013,11,South Carolina,Ciguatoxin,,4,1.0,0.0,"fish, lionfish",Ciguatoxin,,0.0010708615884625374,0.006811525100469996,0.0,2013-11
2013,11,Tennessee,Salmonella enterica,Prison/jail,24,3.0,0.0,chicken,Salmonella,Prison/jail,0.006425169530775223,0.020434575301409987,0.0,2013-11
2013,12,Ohio,Norovirus Genogroup II,Restaurant - Sit-down dining,43,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.011511762075972275,0.0,0.0,2013-12
2013,11,Arizona,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,0.0,,,Restaurant/Fast-food,0.0005354307942312687,0.0,0.0,2013-11
2013,1,North Dakota,,Restaurant - Sit-down dining,4,0.0,0.0,,,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2013-1
2013,12,Louisiana,Norovirus Genogroup I; Clostridium perfringens,,9,0.0,0.0,,Clostridium,,0.002409438574040709,0.0,0.0,2013-12
2013,12,Virginia,Histamine,Restaurant - Sit-down dining,3,0.0,0.0,tuna steak,Histamine,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-12
2013,12,Minnesota,Norovirus Genogroup II,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),64,0.0,0.0,fruit,Norovirus,Restaurant/Sit-down,0.017133785415400598,0.0,0.0,2013-12
2013,12,Virginia,Norovirus unknown,Caterer (food prepared off-site from where served),30,2.0,0.0,,Norovirus,Caterer,0.00803146191346903,0.013623050200939991,0.0,2013-12
2013,9,Florida,"Escherichia coli, Shiga toxin-producing",Grocery store,7,5.0,0.0,kale,Escherichia,Grocery store,0.0018740077798094403,0.034057625502349975,0.0,2013-9
2013,8,Pennsylvania,"Escherichia coli, Shiga toxin-producing","Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - other or unknown type; Private home/residence",15,10.0,0.0,"chicken wrap; prepackaged leafy greens; lettuce, unspecified",Escherichia,Restaurant/other,0.004015730956734515,0.06811525100469995,0.0,2013-8
2013,12,Hawaii,Staphylococcus aureus,School/college/university,139,23.0,0.0,spaghetti w/meat sauce and spaghetti w/cheese,Staphylococcus,School/college/university,0.037212440199073174,0.1566650773108099,0.0,2013-12
2013,7,Colorado,Norovirus,Private home/residence,6,0.0,0.0,,Norovirus,Private home/residence,0.0016062923826938057,0.0,0.0,2013-7
2013,12,Ohio,Norovirus,Restaurant - Sit-down dining,5,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-12
2013,5,North Dakota,,Restaurant - Sit-down dining,6,0.0,0.0,,,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-5
2013,3,Multistate,Salmonella enterica,,131,23.0,0.0,cherry tomato; grape tomato,Salmonella,,0.0350707170221481,0.1566650773108099,0.0,2013-3
2013,6,North Dakota,,Restaurant - Sit-down dining,7,0.0,0.0,,,Restaurant/Sit-down,0.0018740077798094403,0.0,0.0,2013-6
2013,3,Iowa,Salmonella enterica; Salmonella enterica,Unknown,3,0.0,0.0,,Salmonella,Unknown,0.0008031461913469029,0.0,0.0,2013-3
2013,9,North Dakota,,Restaurant - Sit-down dining,3,0.0,0.0,,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-9
2013,10,North Dakota,Norovirus Genogroup II,Banquet Facility (food prepared and served on-site),63,0.0,0.0,,Norovirus,Banquet Facility,0.01686607001828496,0.0,0.0,2013-10
2013,11,North Dakota,,Restaurant - Sit-down dining,6,0.0,0.0,,,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-11
2013,11,North Dakota,Norovirus Genogroup II,Restaurant - Sit-down dining,5,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-11
2013,1,California,Norovirus unknown,Restaurant - Sit-down dining,47,0.0,0.0,sandwich and salad,Norovirus,Restaurant/Sit-down,0.012582623664434814,0.0,0.0,2013-1
2013,4,California,,Restaurant - Sit-down dining,6,0.0,0.0,,,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-4
2013,12,Texas,,,4,0.0,0.0,,,,0.0010708615884625374,0.0,0.0,2013-12
2013,12,New York,Norovirus Genogroup II,Restaurant - Sit-down dining,11,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0029448693682719777,0.0,0.0,2013-12
2013,12,Minnesota,Norovirus,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,,Norovirus,Restaurant/Fast-food,0.0010708615884625374,0.0,0.0,2013-12
2013,10,Kentucky,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,1.0,0.0,,,Restaurant/Fast-food,0.0016062923826938057,0.006811525100469996,0.0,2013-10
2013,12,Illinois,,Restaurant - Sit-down dining,13,0.0,0.0,,,Restaurant/Sit-down,0.0034803001625032456,0.0,0.0,2013-12
2013,12,New York,,Restaurant - Sit-down dining,3,0.0,0.0,rice pilaf,,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-12
2013,12,Kansas,Norovirus Genogroup II,Restaurant - Sit-down dining,215,2.0,0.0,,Norovirus,Restaurant/Sit-down,0.05755881037986137,0.013623050200939991,0.0,2013-12
2013,11,Arizona,Norovirus unknown,Caterer (food prepared off-site from where served),75,0.0,0.0,,Norovirus,Caterer,0.020078654783672573,0.0,0.0,2013-11
2013,12,Ohio,,Private home/residence,25,0.0,0.0,,,Private home/residence,0.0066928849278908575,0.0,0.0,2013-12
2013,7,Colorado,Campylobacter,Prison/jail,4,0.0,0.0,milk/cream,Campylobacter,Prison/jail,0.0010708615884625374,0.0,0.0,2013-7
2013,12,Minnesota,Norovirus Genogroup II,Restaurant - Sit-down dining,6,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-12
2013,11,South Carolina,Staphylococcus aureus,School/college/university,23,0.0,0.0,turkey and gravy,Staphylococcus,School/college/university,0.006157454133659588,0.0,0.0,2013-11
2013,11,Ohio,Salmonella enterica,Private home/residence,2,1.0,0.0,stuffing/dressing,Salmonella,Private home/residence,0.0005354307942312687,0.006811525100469996,0.0,2013-11
2013,12,Tennessee,Norovirus Genogroup II,Restaurant - Sit-down dining,7,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0018740077798094403,0.0,0.0,2013-12
2013,12,South Dakota,Clostridium perfringens,Banquet Facility (food prepared and served on-site),57,0.0,0.0,mashed potato/gravy,Clostridium,Banquet Facility,0.015259777635591155,0.0,0.0,2013-12
2013,11,Missouri,,Caterer (food prepared off-site from where served),12,0.0,0.0,,,Caterer,0.0032125847653876115,0.0,0.0,2013-11
2013,12,Ohio,Norovirus,Restaurant - Sit-down dining,6,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-12
2013,9,Oregon,Vibrio parahaemolyticus,Private home/residence,5,0.0,0.0,"oysters, raw",Vibrio,Private home/residence,0.0013385769855781716,0.0,0.0,2013-9
2013,9,Oregon,Vibrio parahaemolyticus,Restaurant - Sit-down dining,3,0.0,0.0,raw oysters,Vibrio,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-9
2013,3,Oregon,Salmonella enterica,Private home/residence,17,5.0,0.0,chicken,Salmonella,Private home/residence,0.004551161750965783,0.034057625502349975,0.0,2013-3
2013,10,Oregon,Clostridium perfringens,Camp,52,,,"beef, stroganoff",Clostridium,Camp,0.013921200650012983,,,2013-10
2013,9,Oregon,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,0.0,,Salmonella,Restaurant/Fast-food,0.0008031461913469029,0.0,0.0,2013-9
2013,12,Oregon,Norovirus Genogroup I,Religious facility,18,0.0,0.0,,Norovirus,Religious facility,0.004818877148081418,0.0,0.0,2013-12
2013,9,Colorado,Norovirus,Caterer (food prepared off-site from where served),22,0.0,0.0,,Norovirus,Caterer,0.005889738736543955,0.0,0.0,2013-9
2013,9,Colorado,,Restaurant - Sit-down dining,21,0.0,0.0,,,Restaurant/Sit-down,0.00562202333942832,0.0,0.0,2013-9
2013,11,Washington,Norovirus unknown,Restaurant - Sit-down dining,3,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-11
2013,9,Washington,Campylobacter unknown,Caterer (food prepared off-site from where served),8,0.0,0.0,,Campylobacter,Caterer,0.0021417231769250747,0.0,0.0,2013-9
2013,11,Washington,Staphylococcus aureus,Restaurant - Sit-down dining,3,0.0,0.0,chicken,Staphylococcus,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-11
2013,9,Washington,Norovirus unknown,Restaurant - Sit-down dining,5,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-9
2013,5,Washington,Norovirus unknown,Restaurant - Sit-down dining,7,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0018740077798094403,0.0,0.0,2013-5
2013,2,Washington,Norovirus unknown,Restaurant - Sit-down dining,5,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-2
2013,11,Washington,Scombroid toxin,Restaurant - Sit-down dining,3,0.0,0.0,"tuna, raw",Scombroid toxin,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-11
2013,11,New York,Campylobacter,Restaurant - Sit-down dining,2,1.0,0.0,duck,Campylobacter,Restaurant/Sit-down,0.0005354307942312687,0.006811525100469996,0.0,2013-11
2013,10,Indiana,,,8,2.0,0.0,,,,0.0021417231769250747,0.013623050200939991,0.0,2013-10
2013,11,Florida,Clostridium perfringens,Restaurant - Sit-down dining,14,0.0,0.0,turkey and stuffing,Clostridium,Restaurant/Sit-down,0.0037480155596188807,0.0,0.0,2013-11
2013,12,Ohio,Bacillus cereus,Other (describe in remarks),5,0.0,0.0,landjaeger,Bacillus,Other,0.0013385769855781716,0.0,0.0,2013-12
2013,12,Ohio,Norovirus,Restaurant - other or unknown type,5,0.0,0.0,,Norovirus,Restaurant/other,0.0013385769855781716,0.0,0.0,2013-12
2013,12,New York,Salmonella enterica,Restaurant - Sit-down dining,43,1.0,0.0,fish hot pot; beef lung in chili sauce; pork kidney and chicken dish,Salmonella,Restaurant/Sit-down,0.011511762075972275,0.006811525100469996,0.0,2013-12
2013,12,Iowa,Norovirus,Private home/residence; Grocery store; Religious facility,25,1.0,0.0,,Norovirus,Religious facility,0.0066928849278908575,0.006811525100469996,0.0,2013-12
2013,11,Georgia,Norovirus Genogroup I,Restaurant - Sit-down dining,5,0.0,0.0,"spaghetti, unspecified; eggplant, unspecified",Norovirus,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-11
2013,12,Georgia,Clostridium perfringens,Caterer (food prepared off-site from where served),131,0.0,0.0,"turkey, smoked",Clostridium,Caterer,0.0350707170221481,0.0,0.0,2013-12
2013,11,Illinois,,Caterer (food prepared off-site from where served),19,0.0,0.0,,,Caterer,0.005086592545197052,0.0,0.0,2013-11
2013,10,Nevada,Salmonella enterica,Private home/residence; Other (describe in remarks),97,6.0,0.0,,Salmonella,Private home/residence,0.02596839352021653,0.040869150602819974,0.0,2013-10
2013,12,Oregon,Norovirus,Restaurant - Sit-down dining,7,,,,Norovirus,Restaurant/Sit-down,0.0018740077798094403,,,2013-12
2013,12,Ohio,Norovirus,Banquet Facility (food prepared and served on-site),9,0.0,0.0,,Norovirus,Banquet Facility,0.002409438574040709,0.0,0.0,2013-12
2013,9,Kentucky,Salmonella enterica,Restaurant - Sit-down dining,14,6.0,1.0,"chicken; fajita, beef",Salmonella,Restaurant/Sit-down,0.0037480155596188807,0.040869150602819974,0.2967359050445104,2013-9
2013,6,Washington,Norovirus unknown,Banquet Facility (food prepared and served on-site),53,0.0,0.0,,Norovirus,Banquet Facility,0.014188916047128618,0.0,0.0,2013-6
2013,6,Washington,Norovirus unknown,Banquet Facility (food prepared and served on-site),21,0.0,0.0,,Norovirus,Banquet Facility,0.00562202333942832,0.0,0.0,2013-6
2013,2,Washington,Norovirus unknown,Restaurant - Sit-down dining,37,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.00990546969327847,0.0,0.0,2013-2
2013,1,Washington,Norovirus unknown,Caterer (food prepared off-site from where served),14,0.0,0.0,,Norovirus,Caterer,0.0037480155596188807,0.0,0.0,2013-1
2013,11,Virginia,Salmonella enterica,Other (describe in remarks),3,2.0,0.0,,Salmonella,Other,0.0008031461913469029,0.013623050200939991,0.0,2013-11
2013,3,Washington,Norovirus unknown,Restaurant - Sit-down dining,72,1.0,0.0,,Norovirus,Restaurant/Sit-down,0.01927550859232567,0.006811525100469996,0.0,2013-3
2013,2,Washington,Norovirus unknown,Restaurant - Sit-down dining,6,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-2
2013,2,Washington,Norovirus unknown,Restaurant - Sit-down dining,2,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2013-2
2013,6,Washington,Campylobacter unknown,Restaurant - Sit-down dining,2,2.0,0.0,,Campylobacter,Restaurant/Sit-down,0.0005354307942312687,0.013623050200939991,0.0,2013-6
2013,12,New York,,Restaurant - Sit-down dining,5,0.0,0.0,"pork, other; shrimp, fried",,Restaurant/Sit-down,0.0013385769855781716,0.0,0.0,2013-12
2013,8,Pennsylvania,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,1.0,0.0,,Salmonella,Restaurant/Fast-food,0.004551161750965783,0.006811525100469996,0.0,2013-8
2013,12,Florida,Norovirus Genogroup II,Restaurant - Sit-down dining,8,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0021417231769250747,0.0,0.0,2013-12
2013,4,Multistate,Salmonella enterica,Private home/residence,39,9.0,0.0,ground beef,Salmonella,Private home/residence,0.010440900487509739,0.06130372590422995,0.0,2013-4
2013,8,Multistate,Salmonella enterica,Unknown,14,2.0,0.0,pork,Salmonella,Unknown,0.0037480155596188807,0.013623050200939991,0.0,2013-8
2014,1,Louisiana,Norovirus Genogroup II,Private home/residence,6,0.0,0.0,"oysters, raw",Norovirus,Private home/residence,0.0016062923826938057,0.0,0.0,2014-1
2014,1,Ohio,Norovirus Genogroup I,Restaurant - Sit-down dining,8,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0021417231769250747,0.0,0.0,2014-1
2013,11,Florida,Ciguatoxin,Private home/residence,2,0.0,0.0,"fish, snapper",Ciguatoxin,Private home/residence,0.0005354307942312687,0.0,0.0,2013-11
2013,11,North Carolina,,Grocery store,7,,,cake,,Grocery store,0.0018740077798094403,,,2013-11
2013,12,Colorado,,Restaurant - Sit-down dining,9,0.0,0.0,,,Restaurant/Sit-down,0.002409438574040709,0.0,0.0,2013-12
2013,8,North Carolina,,,6,0.0,0.0,,,,0.0016062923826938057,0.0,0.0,2013-8
2013,9,North Carolina,,Religious facility,3,0.0,0.0,,,Religious facility,0.0008031461913469029,0.0,0.0,2013-9
2013,12,Connecticut,Norovirus Genogroup II,Caterer (food prepared off-site from where served),22,0.0,0.0,"sushi, unspecified",Norovirus,Caterer,0.005889738736543955,0.0,0.0,2013-12
2013,12,Connecticut,Norovirus Genogroup II,Caterer (food prepared off-site from where served),12,0.0,0.0,"sandwich, submarine",Norovirus,Caterer,0.0032125847653876115,0.0,0.0,2013-12
2013,12,Georgia,Norovirus Genogroup I,Restaurant - Sit-down dining,3,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-12
2013,12,Nebraska,Norovirus,Other (describe in remarks),4,0.0,0.0,,Norovirus,Other,0.0010708615884625374,0.0,0.0,2013-12
2013,5,California,Norovirus unknown,Restaurant - Sit-down dining,31,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.008299177310584663,0.0,0.0,2013-5
2013,6,Nebraska,Norovirus,Restaurant - Sit-down dining,8,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0021417231769250747,0.0,0.0,2013-6
2013,8,Georgia,,Restaurant - Sit-down dining,19,0.0,0.0,,,Restaurant/Sit-down,0.005086592545197052,0.0,0.0,2013-8
2013,4,Indiana,Salmonella enterica; Salmonella enterica,Unknown,14,3.0,0.0,cantaloupe,Salmonella,Unknown,0.0037480155596188807,0.020434575301409987,0.0,2013-4
2013,6,Multistate,Salmonella enterica,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",7,1.0,0.0,sugarcane,Salmonella,Restaurant/Sit-down,0.0018740077798094403,0.006811525100469996,0.0,2013-6
2013,8,Wisconsin,Clostridium perfringens,Caterer (food prepared off-site from where served),27,0.0,0.0,,Clostridium,Caterer,0.007228315722122127,0.0,0.0,2013-8
2013,4,California,Salmonella enterica,Restaurant - Sit-down dining,6,0.0,0.0,,Salmonella,Restaurant/Sit-down,0.0016062923826938057,0.0,0.0,2013-4
2013,12,Ohio,Salmonella enterica,Private home/residence,2,2.0,0.0,steak,Salmonella,Private home/residence,0.0005354307942312687,0.013623050200939991,0.0,2013-12
2013,6,New Mexico,Salmonella enterica,Private home/residence,11,4.0,1.0,,Salmonella,Private home/residence,0.0029448693682719777,0.027246100401879983,0.2967359050445104,2013-6
2013,11,California,Norovirus unknown,Restaurant - Sit-down dining,3,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-11
2013,12,Iowa,Norovirus Genogroup II,Restaurant - Sit-down dining,7,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0018740077798094403,0.0,0.0,2013-12
2013,12,Florida,Ciguatoxin,Private home/residence,4,0.0,0.0,"fish, grouper",Ciguatoxin,Private home/residence,0.0010708615884625374,0.0,0.0,2013-12
2013,12,Pennsylvania,Norovirus unknown,Restaurant - Sit-down dining,45,1.0,0.0,,Norovirus,Restaurant/Sit-down,0.012047192870203545,0.006811525100469996,0.0,2013-12
2013,3,Multistate,Hepatitis A,Private home/residence,157,70.0,0.0,pomegranate seeds,Hepatitis A,Private home/residence,0.04203131734715458,0.47680675703289965,0.0,2013-3
2014,1,Alaska,Norovirus,Restaurant - Sit-down dining,17,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.004551161750965783,0.0,0.0,2014-1
2013,11,Michigan,Salmonella enterica,Restaurant - Sit-down dining,62,2.0,0.0,"thai chicken lettuce wrap; salad, unspecified; chicken, grilled",Salmonella,Restaurant/Sit-down,0.016598354621169327,0.013623050200939991,0.0,2013-11
2013,12,New Hampshire,,Banquet Facility (food prepared and served on-site),16,0.0,0.0,,,Banquet Facility,0.0042834463538501495,0.0,0.0,2013-12
2013,11,Arizona,Salmonella enterica,Unknown,6,3.0,0.0,,Salmonella,Unknown,0.0016062923826938057,0.020434575301409987,0.0,2013-11
2012,7,Oklahoma,Staphylococcus aureus,Private home/residence,35,0.0,0.0,perlo,Staphylococcus,Private home/residence,0.0093700388990472,0.0,0.0,2012-7
2013,10,California,Norovirus unknown,School/college/university,56,1.0,0.0,,Norovirus,School/college/university,0.014992062238475523,0.006811525100469996,0.0,2013-10
2014,1,Ohio,,Restaurant - Sit-down dining,2,0.0,0.0,,,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2014-1
2013,11,Tennessee,,Restaurant - Sit-down dining; Private home/residence,11,0.0,0.0,"turkey, smoked",,Restaurant/Sit-down,0.0029448693682719777,0.0,0.0,2013-11
2014,1,Virginia,Norovirus Genogroup I,Grocery store,34,0.0,0.0,submarine sandwich,Norovirus,Grocery store,0.009102323501931566,0.0,0.0,2014-1
2014,1,Virginia,Norovirus Genogroup I,Caterer (food prepared off-site from where served),19,0.0,0.0,,Norovirus,Caterer,0.005086592545197052,0.0,0.0,2014-1
2014,1,Illinois,,Restaurant - Sit-down dining,7,0.0,0.0,,,Restaurant/Sit-down,0.0018740077798094403,0.0,0.0,2014-1
2014,1,Minnesota,Norovirus Genogroup II,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),8,1.0,0.0,chocolate covered strawberries,Norovirus,Restaurant/Sit-down,0.0021417231769250747,0.006811525100469996,0.0,2014-1
2013,12,Tennessee,,,6,0.0,0.0,"chicken, fried; broccoli, unspecified",,,0.0016062923826938057,0.0,0.0,2013-12
2013,9,California,Norovirus unknown,Restaurant - Sit-down dining,13,0.0,0.0,,Norovirus,Restaurant/Sit-down,0.0034803001625032456,0.0,0.0,2013-9
2013,10,California,Campylobacter jejuni,,21,3.0,0.0,"fish, codfish",Campylobacter,,0.00562202333942832,0.020434575301409987,0.0,2013-10
2013,10,California,,Restaurant - Sit-down dining,2,0.0,0.0,"rice, unspecified",,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2013-10
2013,5,California,Salmonella enterica,Office/indoor workplace,12,5.0,0.0,,Salmonella,Office,0.0032125847653876115,0.034057625502349975,0.0,2013-5
2014,1,Tennessee,Norovirus Genogroup I,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,0.0,0.0,,Norovirus,Restaurant/Fast-food,0.004551161750965783,0.0,0.0,2014-1
2013,11,California,Staphylococcus aureus; Bacillus cereus,Restaurant - Sit-down dining,4,0.0,0.0,"sandwich, tuna salad",Bacillus,Restaurant/Sit-down,0.0010708615884625374,0.0,0.0,2013-11
2013,5,Colorado,Staphylococcus aureus; Clostridium perfringens,Long-term care/nursing home/assisted living facility,9,0.0,0.0,,Staphylococcus,Long-term care/nursing home,0.002409438574040709,0.0,0.0,2013-5
2013,8,California,,Caterer (food prepared off-site from where served),13,0.0,0.0,,,Caterer,0.0034803001625032456,0.0,0.0,2013-8
2013,7,Colorado,Vibrio parahaemolyticus,Restaurant - Sit-down dining,3,0.0,0.0,"oysters, raw",Vibrio,Restaurant/Sit-down,0.0008031461913469029,0.0,0.0,2013-7
2013,10,Colorado,"Escherichia coli, Shiga toxin-producing","Restaurant - ""Fast-food""(drive up service or pay at counter)",9,1.0,0.0,"sandwich, cucumber",Escherichia,Restaurant/Fast-food,0.002409438574040709,0.006811525100469996,0.0,2013-10
2013,9,Ohio,,Private home/residence,4,0.0,0.0,,,Private home/residence,0.0010708615884625374,0.0,0.0,2013-9
2013,10,California,,Restaurant - Sit-down dining,2,0.0,0.0,,,Restaurant/Sit-down,0.0005354307942312687,0.0,0.0,2013-10
2013,11,California,Norovirus unknown,Restaurant - Sit-down dining,11,0.0,0.0,"ice cream, with fresh berries",Norovirus,Restaurant/Sit-down,0.0029448693682719777,0.0,0.0,2013-11
2013,10,California,Norovirus unknown,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,salsa,Norovirus,Restaurant/Fast-food,0.0010708615884625374,0.0,0.0,2013-10
